#Acq. time (s)=	45
#Accumulations=	2
#Range (cm-¹)=	200...3150
#Windows=	2
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	20 kHz       
#Detector temperature (°C)=	-69.85
#Instrument=	LabRAM HR Evol
#Detector=	Synapse
#Objective=	x100
#Grating=	600 gr/mm
#ND Filter=	100%
#Laser (nm)=	532 
#Hole=	100.021
#Range=	Auto
#Laser Pol.=	No
#Raman. Pol.=	No
#Laser Pol. (°)=	-0.0007625
#Raman Pol. (°)=	89.9995
#Collection=	Microscope
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	-5114.8
#Y (µm)=	1528.5
#Z (µm)=	63.6
#Full time(mm:ss)=	3:18
#Project=	
#Sample=	
#Site=	
#Title=	Thy_50_12_46_2x_45s_532 nm_x100_100%_600 gr_mm
#Remark=	
#Date=	07.07.2022 12:37
#Acquired=	07.07.2022 12:37:54
#Base:Fit=	10.08.2022 10:04:30
#Base:Sub=	10.08.2022 10:04:45
#Filter:Polynom=	16.08.2022 10:20:25
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
200.43	3.78499
202.246	3.05123
204.061	4.76593
205.875	4.63221
207.688	4.06477
209.501	3.4724
211.316	3.34795
213.129	3.27569
214.941	2.73326
216.753	3.18502
218.566	2.80769
220.377	2.71926
222.188	2.02228
223.999	2.70062
225.809	3.72112
227.618	4.91008
229.43	5.14453
231.239	7.11527
233.047	8.43168
234.855	9.04959
236.663	8.86878
238.471	8.8336
240.278	9.19154
242.087	9.44062
243.894	9.48949
245.7	9.63806
247.506	10.4307
249.311	10.3238
251.116	11.3568
252.921	11.9675
254.725	11.8749
256.529	12.6064
258.333	13.1598
260.136	13.3569
261.939	14.1985
263.744	14.2517
265.546	15.1245
267.348	14.4204
269.15	13.3942
270.951	12.1969
272.752	11.3642
274.552	10.7199
276.353	10.4375
278.152	9.67228
279.952	9.86771
281.751	10.7561
283.55	9.65924
285.348	8.98458
287.146	9.58153
288.942	9.77629
290.739	9.84343
292.536	9.5592
294.333	9.11845
296.129	10.3983
297.925	10.4441
299.721	11.5593
301.516	12.4812
303.311	12.52
305.106	12.9034
306.9	13.5648
308.694	13.6017
310.486	14.3316
312.279	15.1723
314.072	16.9361
315.864	17.7178
317.656	18.1609
319.448	18.6602
321.24	19.7093
323.029	19.2806
324.819	19.5508
326.61	19.8513
328.4	20.2862
330.19	21.0648
331.977	21.8364
333.766	23.075
335.555	25.323
337.343	25.9938
339.131	26.3791
340.917	27.4313
342.704	27.1844
