#Acq. time (s)=	45
#Accumulations=	2
#Range (cm-¹)=	200...3150
#Windows=	2
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	20 kHz       
#Detector temperature (°C)=	-69.85
#Instrument=	LabRAM HR Evol
#Detector=	Synapse
#Objective=	x100
#Grating=	600 gr/mm
#ND Filter=	100%
#Laser (nm)=	532 
#Hole=	100.021
#Range=	Auto
#Laser Pol.=	No
#Raman. Pol.=	No
#Laser Pol. (°)=	-0.0007625
#Raman Pol. (°)=	89.9995
#Collection=	Microscope
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	-1071.5
#Y (µm)=	674.7
#Z (µm)=	584.55
#Full time(mm:ss)=	3:18
#Project=	
#Sample=	
#Site=	
#Title=	Mb_40_y_14_2x_45s_532 nm_x100_100%_600 gr_mm
#Remark=	
#Date=	19.07.2022 10:08
#Acquired=	19.07.2022 10:08:44
#Base:Fit=	10.08.2022 10:52:48
#Base:Sub=	10.08.2022 10:52:53
#Filter:Polynom=	16.08.2022 10:09:04
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
200.423	-1.62572
202.238	0.0292877
204.052	1.60639
205.868	3.8264
207.682	5.65458
209.495	7.12566
211.308	7.97089
213.12	8.95875
214.935	9.38556
216.746	10.8129
218.558	11.8123
220.369	12.0258
222.18	10.7752
223.992	10.8174
225.802	11.3249
227.612	10.2553
229.421	10.4533
231.23	10.2708
233.039	9.99294
234.849	9.60496
236.657	8.65821
238.465	8.18892
240.272	6.99723
242.079	7.30389
243.885	7.39901
245.691	7.38283
247.497	6.13442
249.305	6.01482
251.11	4.6865
252.915	4.86841
254.719	5.42866
256.523	5.12738
258.327	3.72995
260.13	2.211
261.933	2.01241
263.736	2.28317
265.538	1.17044
267.34	0.62396
269.141	1.10683
270.943	1.09517
272.744	0.399894
274.544	0.693352
276.344	-0.308532
278.144	0.527297
279.944	0.302592
281.743	0.867509
283.542	1.64212
285.34	1.68007
287.138	2.54474
288.936	3.45121
290.733	3.29409
292.53	4.01835
294.327	4.08805
296.123	3.78295
297.919	4.22037
299.715	4.08393
301.508	4.8438
303.303	6.44605
305.098	6.25519
306.892	5.81479
308.686	4.36476
310.479	4.13884
312.273	4.09946
314.065	4.07726
315.858	4.13408
317.648	3.44559
319.44	3.52458
321.231	4.23477
323.022	4.61677
324.813	4.94808
326.604	5.21574
328.392	6.35493
330.181	7.22351
331.971	8.53991
333.76	8.41916
335.548	8.66782
337.335	8.20047
339.123	9.00134
340.91	8.95931
342.698	9.35528
344.483	10.3517
346.269	10.7444
348.055	10.3722
349.841	10.6464
351.625	11.3156
353.41	10.7069
355.195	10.3351
356.977	11.1072
358.762	11.087
360.545	11.3019
362.329	11.079
364.11	11.3251
365.893	11.887
367.675	11.7056
369.455	10.9066
371.237	11.3818
373.017	11.1007
374.798	11.3654
376.578	11.6247
378.357	11.333
380.137	10.9066
381.917	10.4276
383.694	9.41761
385.473	9.59612
387.249	9.22645
389.028	8.90241
390.806	9.32496
392.581	8.83696
394.359	8.40169
396.134	8.42009
397.91	8.73028
399.684	9.0795
401.46	8.80115
403.234	8.60005
405.009	9.77998
406.784	10.7363
408.557	11.801
410.331	12.7126
412.103	12.9158
413.876	13.0096
415.647	12.3769
417.42	12.715
419.191	12.2722
420.961	11.7166
422.733	11.3076
424.502	11.5366
426.273	10.5575
428.042	10.6685
429.812	11.1664
431.58	10.409
433.35	11.5297
435.118	10.4068
436.885	10.6666
438.653	10.8236
440.42	9.84343
442.188	9.51497
443.954	8.61846
445.719	8.85105
447.486	8.31612
449.251	7.59779
451.015	7.12287
452.781	7.19633
454.545	6.77349
456.308	5.65676
458.073	5.44766
459.836	6.45735
461.598	6.37868
463.362	7.20132
