Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	27870	4551	194907	0.14037198112334598	199	31.578951869763884	8.447208981451126
red	2	62914	12368	343604	0.1642889402513217	334	52.244008630603595	10.71370308714006
red	3	27005	4302	196409	0.13741335803494426	215	35.067887599231184	8.006831402368006
red	4	68338	13989	372814	0.16991995335673593	442	66.80300196537254	15.58298214008846
red	5	48980	8952	217472	0.15452599599530484	252	41.40692731383552	9.392735921371454
red	6	51184	8951	225098	0.14884842437848175	271	44.4959310336426	8.015302346681207
red	7	58379	10784	325403	0.15592151873111346	362	57.36703080800454	9.238513946386124
red	8	47704	7463	226046	0.1352801493646564	262	41.58170371741406	8.842533525286713
red	9	117876	22529	400263	0.1604572486734803	452	69.49503297328387	12.7357535233575
red	10	24211	4492	186251	0.15649932062850574	197	31.939187082580485	8.197348974498636
red	11	34245	5865	193989	0.1462228870605834	210	33.51666604634013	8.303756470087983
red	12	61510	10308	300678	0.1435294772898159	337	53.412505708818024	9.675691430672368
red	13	45225	6854	353224	0.13160774976478043	319	51.00919762240005	9.446411102281553
red	14	91951	17493	393008	0.15983516684331714	465	73.46595749025799	9.277250583909042
red	15	23991	2253	175679	0.08584819387288523	201	31.69442195942864	8.356191382567758
red	16	13688	1661	129005	0.10821551892631442	132	21.440179671395622	8.083702361396064
