Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	62269	4696	210337	0.07012618532068991	185	33.94597680383167	7.250678512536573
red	2	65801	4988	201597	0.07046292503072511	185	35.52773025007907	7.282711384077174
red	3	76379	6205	219915	0.0751356194904582	197	44.03449305770983	5.880603662151998
red	4	121863	8077	306070	0.06215945821148222	265	48.59675791392662	8.77118840868823
red	5	50392	3594	236080	0.06657281517430445	197	37.99499553744804	7.432310447336332
red	6	61902	4478	196719	0.06746007833684844	179	37.12372610681874	6.4755271867445146
red	7	52688	4331	173321	0.07595713709465265	183	33.656351545149704	7.093004100516279
red	8	43593	3097	158664	0.06633112015420861	156	32.34471697670307	6.303841356417372
red	9	75853	5492	274315	0.06751490564877989	239	49.98128914077144	6.3980002876748525
red	10	54859	4892	221575	0.08187310672624726	232	46.22492008013078	8.810509356411256
red	11	37202	2605	168537	0.06544075162659833	152	32.58552770805947	6.293590729011288
red	12	71312	5053	320450	0.06616905650494337	269	49.719674304394346	9.022621477056866
red	13	38701	2875	140933	0.06915047142582259	125	25.871701709011177	6.340751586361691
red	14	67852	4985	326849	0.06844049041009377	322	65.21536453221773	10.474010135478093
green	1	18378	1700	56782	0.08466978782747285	76	14.854812626532603	6.894489670308245
green	2	11584	1158	35825	0.09088055250353162	40	8.579921497287339	5.944320575169764
green	3	120854	9836	467560	0.07526207054862652	479	78.45138270432717	30.305825012936044
green	4	8313	792	31651	0.08698517298187809	36	8.459051693633013	5.333333333333333
green	5	58450	5319	154834	0.08341043453715755	166	34.915486545837354	7.318885091921148
green	6	38868	2743	142770	0.06592006921246786	140	29.31978230604503	6.734086170115195
green	7	32614	2728	103598	0.07718861411351932	108	21.345122793655115	7.606148630163731
green	8	12406	1055	53013	0.07837456355397072	58	13.058569027176665	5.761763002197921
green	9	19566	1314	77488	0.06293103448275862	79	16.967361678563908	6.148590136113405
green	10	13902	1302	67493	0.0856353591160221	79	16.502251776551564	6.3160365937278025
green	11	19693	1643	74183	0.07700599925009374	91	19.552235682231352	6.15558424280376
green	12	89825	6317	310331	0.06570489484304466	272	51.35966179383664	16.962297198076254
green	13	20337	1734	74113	0.07856463232295773	76	17.62175688714022	5.505977612893482
green	14	4994	386	28574	0.07174721189591078	21	5.0896720822428145	5.0896720822428145
green	15	122865	8919	501808	0.06767892915680204	497	67.22655112385891	29.36683256397022
green	16	37183	3218	139193	0.07965149377490656	156	32.594506586934955	6.386148074646287
green	17	35274	2962	131872	0.07746626216131394	148	31.635477705240035	6.600356225006361
green	18	26851	1920	116171	0.06673386396023774	86	18.642382870321693	6.31246186219435
green	19	28648	2166	123214	0.0702927240864542	129	28.07188160404829	6.322615950897754
green	20	24280	2018	106902	0.0767358734504525	114	25.135130173078696	6.453750895342873
green	21	31466	2314	113258	0.06850207223209	91	21.07443636569833	5.5311306794729225
green	22	30321	2107	118837	0.06497471321080547	106	21.27645864934973	7.914195224645152
green	23	25953	1778	88441	0.06411597129566189	81	18.772188517282554	5.51541050932927
green	24	37545	3219	124839	0.07896673535472476	123	26.155116550120084	6.844275748301377
green	25	46490	4374	143791	0.0859940232777603	171	35.70315206524661	6.5231938138617425
green	26	28404	2472	125208	0.08006218422075398	144	31.129893803315266	6.307935581510512
green	27	37960	3088	184120	0.07522900019489379	186	37.827835117179156	7.885846934384366
green	28	51934	4954	167248	0.08708339192799887	190	37.501177512323814	8.879474347649378
green	29	23357	1898	104551	0.0751534349633736	121	25.102069942187374	6.684423841113853
green	30	50503	3814	226410	0.07021742732477862	223	45.47137366360587	7.1807051462709195
green	31	62071	5607	223266	0.08284819291350218	256	49.02192265221391	8.947125273082472
green	32	50810	4443	211335	0.08041192333447958	213	28.520630421967578	20.04753299731995
green	33	30741	2887	130816	0.08585107648388247	154	33.83890139438813	6.208343358451684
green	34	26607	1836	96914	0.06455015293745385	96	20.83920592848536	5.9898696093360275
green	35	33000	2644	155110	0.0741779822691056	141	30.414550870914663	6.598772469338078
green	36	89148	4143	295358	0.044409428562240734	280	28.70464973093152	24.908588432548413
green	37	47060	4172	227027	0.08143347907557777	239	49.91663879876297	7.037680011583378
green	38	77816	6269	249150	0.07455550930605935	245	27.81873762167681	19.39900132429377
green	39	54674	4249	211850	0.07211106019720652	206	44.834759440154755	6.2392874815416075
green	40	22820	2112	109914	0.08471041232151452	118	24.570796971002064	6.4184391696874625
green	41	4943	529	19915	0.09667397660818713	21	5.0896720822428145	5.0896720822428145
green	42	32410	2858	130333	0.08103663377566066	139	30.07643108961878	6.191330405738625
green	43	27915	2831	114419	0.09207701814870227	138	27.972691494125137	7.613612408149725
green	44	16432	1625	76102	0.08999280057595392	83	18.726784026971806	5.762409921814224
green	45	13350	1390	53022	0.09430122116689281	68	13.550573665939105	6.798733983160735
green	46	20095	2013	84458	0.09105301248416862	107	21.76751862218676	6.4395378454397845
