Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	60385	9442	439108	0.13521990061151132	436	45.455421280443275	13.022406147682425
red	2	42757	7015	286683	0.14094269870609982	284	48.753751900035674	11.161217080727832
red	3	96658	17462	581688	0.15301437083771469	560	97.90442152833602	21.223584068486243
red	4	170288	31297	980914	0.1552546072376417	879	58.62051937205391	23.484745132307157
red	5	100527	20426	616956	0.16887551362926095	605	51.2565910388113	16.191719113390537
red	6	99927	16580	696426	0.14230904580840636	705	83.34049847616778	35.21343454511727
red	7	29477	5473	238228	0.15659513590844062	230	44.13666944645509	8.349551789724527
red	8	56376	9817	302905	0.14830873355188615	315	50.14307086135017	8.554344122968462
green	1	18520	3710	131486	0.16689158794421952	110	14.076903110610203	10.059466433673073
green	2	68567	14513	441282	0.1746870486278286	441	77.88265255092968	21.51482603094726
green	3	31109	6685	220428	0.17687992803090438	220	32.24509640563264	13.731626249077328
green	4	23474	4828	159935	0.1705886509787294	153	27.943439727592132	7.143447600845653
green	5	73838	14460	465586	0.16376361865500919	429	75.68291938954117	7.5701019077643315
green	6	33893	6038	230210	0.1512108386967519	215	36.412885329714676	9.848332675728459
green	7	40454	7567	274438	0.15757689344245226	268	47.58500899572163	7.4841303676546005
green	8	56129	9909	350283	0.15004997122868652	332	57.67893260164977	7.921753319374798
green	9	31314	3944	160158	0.11186113789778207	189	34.402795598946255	7.416152591757965
green	10	18418	3387	60219	0.15533134602155468	103	19.002754429797893	7.168287301612234
green	11	154671	28818	872576	0.1570557363111685	1025	72.52210362202042	37.65517071843906
green	12	49646	9415	298419	0.15941145595232048	331	52.785298518213416	9.82982267114839
green	13	45968	8097	248518	0.1497641727550171	306	49.0061691756116	8.318034179549295
green	14	19025	3221	127696	0.14479007462015644	149	23.221829607535167	8.39475773125973
