Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	66420	14	163355	0.0002107354667790589	208	35.831870172183265	10.234806610500048
red	2	46750	3	181462	6.416700532586144e-05	254	44.252722134384264	11.507890039745604
red	3	51708	10	275292	0.0001933562782783557	334	52.781368079066546	10.923621451749927
red	4	42951	1	185820	2.3281802942819892e-05	236	36.1187790995264	12.130917633620045
red	5	27824	1	182154	3.5938903863432166e-05	228	38.382565102726886	10.79993764078063
red	6	36970	5	211724	0.0001352265043948614	276	48.64145334386118	9.619738424906451
red	7	34485	3	191375	8.698677800974252e-05	256	38.57243253551902	12.534920638049883
red	8	47624	4	316205	8.398421096833795e-05	401	54.59815664360355	12.195722967207423
red	9	12142	1	80969	8.23519723297373e-05	117	20.372270707308505	8.019145560031143
red	10	17928	0	92590	0.0	121	21.941248006702732	7.183685438217945
red	11	35859	2	192692	5.5770893170854134e-05	282	53.03595210031452	8.001472218385349
red	12	10490	1	61565	9.53197979220284e-05	70	16.1245154965971	5.656854249492381
red	13	46874	6	199246	0.0001279863481228669	297	47.74723092061314	8.468894247516879
red	14	65275	9	211854	0.0001378591998039336	252	44.3585809936342	7.970172472919024
red	15	25741	5	93352	0.00019420492503689893	135	31.15552385479446	5.656854249492381
red	16	39787	4	128778	0.00010052524440200045	161	31.26438263155739	7.277640873885853
red	17	50163	5	199776	9.966512517939723e-05	219	43.431243997195864	7.110418650389058
red	18	16875	0	87540	0.0	142	26.547744247295622	8.112655090831403
red	19	26006	2	125684	7.689941556444171e-05	180	33.455397594664745	7.54673186925022
red	20	68224	7	307799	0.00010259266315897466	398	63.563335844424536	8.540183221118912
red	21	38439	0	190508	0.0	258	32.17987882867961	10.59033409430933
red	22	15339	1	54516	6.51890482398957e-05	80	15.830966370851252	6.586387763028893
red	23	50460	7	271445	0.0001387044999702776	331	63.47205608954077	9.301132397961455
red	24	30595	0	119431	0.0	155	30.547227064021786	6.778228358298558
red	25	44451	6	259292	0.000134961873270801	281	33.715056373680945	11.214639718634624
green	1	421973	44	2182493	0.00010426120274775661	2744	148.58004782983855	39.77541213333304
green	2	73892	12	267547	0.00016237280796709244	365	50.5080332388565	11.464017511408633
red	1	51406	6	217143	0.00011670427137633238	208	35.831870172183265	10.234806610500048
red	2	55899	6	264622	0.00010732492621411322	254	44.252722134384264	11.507890039745604
red	3	66464	11	448945	0.00016547574276043624	334	52.781368079066546	10.923621451749927
red	4	80022	6	303499	7.49737591842855e-05	236	36.1187790995264	12.130917633620045
red	5	44783	3	295940	6.698521859509668e-05	228	38.382565102726886	10.79993764078063
red	6	65172	6	364121	9.205560158335634e-05	276	48.64145334386118	9.619738424906451
red	7	56800	3	310058	5.2814111930707886e-05	256	38.57243253551902	12.534920638049883
red	8	87036	12	543878	0.00013785497656465398	401	54.59815664360355	12.195722967207423
red	9	18695	0	119195	0.0	117	20.372270707308505	8.019145560031143
red	10	27388	4	137174	0.00014602803738317756	121	21.941248006702732	7.183685438217945
red	11	51754	6	292236	0.00011591962905718702	282	53.03595210031452	8.001472218385349
red	12	28829	4	105093	0.00013872992751361288	70	16.1245154965971	5.656854249492381
red	13	75829	12	316171	0.00015822576179111563	297	47.74723092061314	8.468894247516879
red	14	79003	18	283061	0.0002277875501448982	252	44.3585809936342	7.970172472919024
red	15	40061	7	150344	0.00017470300489168413	135	31.15552385479446	5.656854249492381
red	16	63100	11	176125	0.00017429608150718574	161	31.26438263155739	7.277640873885853
red	17	95721	6	299246	6.267824124855057e-05	219	43.431243997195864	7.110418650389058
red	18	35983	8	134729	0.00022227779167013976	142	26.547744247295622	8.112655090831403
red	19	45718	7	182704	0.0001530891197375615	180	33.455397594664745	7.54673186925022
red	20	121964	11	460359	9.01824144291863e-05	398	63.563335844424536	8.540183221118912
red	21	73539	8	301058	0.00010877398126368173	258	32.17987882867961	10.59033409430933
red	22	25995	5	75656	0.0001923076923076923	80	15.830966370851252	6.586387763028893
red	23	96141	7	402187	7.280442650913175e-05	331	63.47205608954077	9.301132397961455
red	24	52994	7	174120	0.00013207297975509897	155	30.547227064021786	6.778228358298558
red	25	66655	14	386659	0.000209992650257241	281	33.715056373680945	11.214639718634624
green	1	680791	79	3183548	0.00011602802297061113	2744	148.58004782983855	39.77541213333304
green	2	108423	13	386147	0.00011988638459552178	365	50.5080332388565	11.464017511408633
