Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	528404	65451	3440176	0.11021377272229753	9496	279.04393636213746	47.40005117101476
green	1	402	43	2486	0.09662921348314607	8	10.681218393916723	0.9547636469069535
green	2	43	2	316	0.044444444444444446	1	0.0	0.0
green	3	61	9	311	0.12857142857142856	1	0.0	0.0
green	4	54	6	310	0.1	1	0.0	0.0
green	5	104	15	623	0.12605042016806722	2	2.0	0.0
green	6	288	36	1869	0.1111111111111111	6	8.088581861039081	0.892785360258425
green	7	138	16	910	0.1038961038961039	3	4.618802153517006	0.0
green	8	138	10	907	0.06756756756756757	3	3.677088528342677	0.8374020402130087
green	9	157	20	923	0.11299435028248588	3	3.265986323710904	0.0
green	10	119	17	918	0.125	3	3.677088528342677	0.8374020402130087
green	11	66	12	630	0.15384615384615385	2	2.8284271247461903	0.0
green	12	54	11	619	0.16923076923076924	2	2.8284271247461903	0.0
green	13	26	4	319	0.13333333333333333	1	0.0	0.0
green	14	55	10	629	0.15384615384615385	2	2.0	0.0
green	15	100	8	652	0.07407407407407407	2	2.0	0.0
