Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	60091	6	292824	9.983859427259264e-05	191	39.70057312802762	6.474508594607861
red	2	57421	12	268874	0.00020893911166054358	203	41.445698502142086	6.512546675173594
red	3	93287	9	587796	9.646715829188818e-05	459	49.96875640217362	12.278075709325874
red	4	140949	33	788991	0.00023407243477890794	546	76.99089118866459	13.141302667727864
green	1	97305	17	391359	0.00017467787345101828	332	49.39994024614034	16.745820495131824
green	2	53359	10	266210	0.00018737469317393993	225	45.89018230444513	8.68882112310034
green	3	8717	0	62648	0.0	61	12.971129048805071	6.018984734145967
green	4	109017	12	445397	0.00011006246044630328	391	72.17839702467474	8.731901370345948
green	5	8132	0	74673	0.0	64	13.402719290214472	6.1837051496423125
green	6	10281	2	82503	0.00019449576971700865	71	16.47191378261712	5.495196365789993
green	7	56388	12	382712	0.0002127659574468085	311	60.648576770592314	12.570067011079017
green	8	69079	20	236124	0.0002894397892878334	209	40.338404644465214	8.670766730585795
green	9	112524	19	327189	0.00016882436046666607	325	65.94769286052575	10.8632551697286
green	10	11208	4	58374	0.00035676061362825543	51	11.425116979896476	5.737929405982443
green	11	29415	2	132154	6.798789815412857e-05	96	20.000438975238062	6.238584839350847
green	12	38450	4	253770	0.00010402038799604722	176	21.628706223211317	16.630050247736822
green	13	42264	5	209935	0.00011828999976342	149	29.887215693960766	6.937497440819228
green	14	52573	3	288061	5.706025562994522e-05	219	27.95514678931371	12.865712279490758
green	15	47160	4	190185	8.481044864727334e-05	197	41.211664767140306	6.6225106773212135
green	16	20342	3	140032	0.00014745637748832637	116	23.42207056584009	6.757209507302037
green	17	18471	2	93349	0.00010826611811833487	82	17.36280534877369	6.089846676098076
green	18	50784	4	294704	7.875876191226274e-05	263	32.47933735698846	15.039322624214769
