Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	10314	1325	79344	0.11384139530887533	134	41.27007306426498	8.538281700050085
red	2	4259	479	29638	0.10109750949767835	62	23.00259126281307	3.5712524558400935
red	3	12657	1529	82599	0.10778232059777246	168	54.66189355588561	6.394243489352781
red	4	6069	576	42367	0.08668171557562077	74	23.645157918184044	5.458188781484285
red	5	6144	837	53116	0.11989686291362268	109	32.984126221536314	4.428555126589609
red	6	4862	539	36438	0.09979633401221996	79	24.43745975727391	4.352897669188644
red	7	12209	1406	60364	0.10326845391112743	120	35.13362964391433	4.8521772020217595
red	8	8667	920	58976	0.09596328361322624	101	34.136379024995655	5.126117540296645
red	9	5737	647	36613	0.10134711779448621	68	21.112874971829505	4.3279255411385185
red	10	11160	1095	73216	0.08935128518971848	126	41.220208699663786	4.342534936158622
red	11	10841	1099	82648	0.09204355108877722	143	46.37982895391012	4.375133748525651
red	12	1493	148	13428	0.09018890920170627	23	7.978237877816987	3.727977317919827
red	13	4584	461	43568	0.09137760158572844	75	21.68333710289481	4.586318164328277
red	14	6216	699	48689	0.10108459869848156	86	29.99949788187763	5.147878343853499
red	15	2321	230	30368	0.09016072128577028	54	15.444025115452495	4.634877369820318
red	16	7174	757	69591	0.09544824107930903	122	35.617396636665916	7.479063897894913
red	17	7799	891	44690	0.10253164556962026	84	24.098870484978654	6.3584890022165315
red	18	4737	512	27052	0.09754238902648124	46	16.17339310216103	3.738345997799688
red	19	9608	1084	89466	0.1013842124953236	161	48.939968642126104	6.55123976693744
red	20	7199	773	55575	0.0969643753135976	118	35.10748641400061	6.537355772810589
red	21	8881	1045	52233	0.10527906508160387	107	31.89528362741155	5.840844193503723
red	22	7078	642	46193	0.08316062176165803	91	29.102661707250952	5.251729984982002
red	23	6964	726	46291	0.09440832249674902	75	22.33255831142236	4.385870664889948
red	24	10239	1154	66100	0.10129026595277803	130	42.24591721555757	9.129294445782508
red	25	6919	779	54120	0.10119511561444532	104	32.961268897109576	4.222897015238737
red	26	4077	400	53215	0.08934554389099844	90	27.12386581471298	4.573633729067815
red	27	10227	1082	70408	0.09567601025731719	122	33.95383871433883	10.011605316922564
red	28	6563	699	51056	0.09625447535114294	90	27.285568652480315	5.051191288620996
