Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	1768	221	29805	0.1111111111111111	95	33.64006523383748	3.8328330776474706
red	2	1907	189	31152	0.09017175572519084	101	31.64269974220015	5.989224880231342
red	3	2856	298	46236	0.09448319594166138	147	41.18406065107789	12.162951154389189
red	4	4239	584	60347	0.12108646070910221	171	53.04787774494015	5.078868077593684
red	5	1265	146	22788	0.1034727143869596	67	20.916516419267268	4.276778132212214
red	6	1091	121	19578	0.09983498349834984	61	20.103143034288777	4.288463332765176
red	7	2719	288	23006	0.09577652144995012	71	21.47014204005513	5.559106165839526
red	8	2354	272	22807	0.10357958872810358	72	22.501617619040136	4.202958344724584
red	9	1890	188	30496	0.0904716073147257	75	25.04208464812857	4.340378481751595
red	10	3669	427	37068	0.104248046875	109	33.682226427403755	4.360723958362636
red	11	3828	390	59414	0.09246088193456614	155	46.1643965960958	5.221762267124243
red	12	6818	663	58217	0.08862451543911241	150	34.140490630048596	6.054850175741369
red	13	2769	257	33175	0.08493060145406477	89	27.967261103555106	4.894979621198275
red	14	1835	157	25233	0.0788152610441767	60	19.048340787536834	4.077668440239755
red	15	5195	498	45751	0.08747584753205691	124	36.2115198596592	9.263262680550913
red	16	2802	276	36128	0.08966861598440545	107	34.26459660281298	5.137548324748892
red	17	1481	139	16538	0.08580246913580247	46	14.182153007166727	4.272476999446736
red	18	915	62	23306	0.06345957011258956	75	26.034655539736203	4.4397497219944295
red	1	3664	452	42979	0.1098153547133139	95	33.64006523383748	3.8328330776474706
red	2	3888	440	43995	0.10166358595194085	101	31.64269974220015	5.989224880231342
red	3	5179	599	64960	0.10366908965039806	147	41.18406065107789	12.162951154389189
red	4	8716	1066	86095	0.10897566959721938	171	53.04787774494015	5.078868077593684
red	5	2329	259	32627	0.10007727975270479	67	20.916516419267268	4.276778132212214
red	6	1910	192	27793	0.09134157944814462	61	20.103143034288777	4.288463332765176
red	7	4687	474	38378	0.09184266614997094	71	21.47014204005513	5.559106165839526
red	8	3256	313	36632	0.08769963575231157	72	22.501617619040136	4.202958344724584
red	9	3923	333	42095	0.07824248120300752	75	25.04208464812857	4.340378481751595
red	10	8245	843	54902	0.09275968309859155	109	33.682226427403755	4.360723958362636
red	11	6007	493	92485	0.07584615384615384	155	46.1643965960958	5.221762267124243
red	12	9366	752	93078	0.07432298873295118	150	34.140490630048596	6.054850175741369
red	13	4030	370	44777	0.08409090909090909	89	27.967261103555106	4.894979621198275
red	14	3700	314	34916	0.07822620827105133	60	19.048340787536834	4.077668440239755
red	15	8782	777	64535	0.08128465320640234	124	36.2115198596592	9.263262680550913
red	16	5918	574	58233	0.08841651263093038	107	34.26459660281298	5.137548324748892
red	17	2325	217	23471	0.08536585365853659	46	14.182153007166727	4.272476999446736
red	18	3192	293	41652	0.08407460545193687	75	26.034655539736203	4.4397497219944295
red	1	3905	466	60388	0.10661175932280943	95	33.64006523383748	3.8328330776474706
red	2	5060	547	58154	0.09755662564651328	101	31.64269974220015	5.989224880231342
red	3	6974	687	83671	0.08967497715702911	147	41.18406065107789	12.162951154389189
red	4	10083	1234	110719	0.10903949810020323	171	53.04787774494015	5.078868077593684
red	5	4335	381	47345	0.08078880407124682	67	20.916516419267268	4.276778132212214
red	6	3131	259	37018	0.07640117994100296	61	20.103143034288777	4.288463332765176
red	7	9443	842	51875	0.08186679630529897	71	21.47014204005513	5.559106165839526
red	8	5320	444	46076	0.07702984038861901	72	22.501617619040136	4.202958344724584
red	9	6591	515	53588	0.07247396566282015	75	25.04208464812857	4.340378481751595
red	10	16791	1634	71917	0.08868385345997286	109	33.682226427403755	4.360723958362636
red	11	8326	706	117494	0.07816651904340124	155	46.1643965960958	5.221762267124243
red	12	13932	1105	119354	0.0734854026734056	150	34.140490630048596	6.054850175741369
red	13	5352	505	51785	0.0862216151613454	89	27.967261103555106	4.894979621198275
red	14	5404	489	44046	0.08297980655014424	60	19.048340787536834	4.077668440239755
red	15	11549	1128	78588	0.0889800425968289	124	36.2115198596592	9.263262680550913
red	16	7401	674	68235	0.08346749226006192	107	34.26459660281298	5.137548324748892
red	17	2710	276	26543	0.09243134628265237	46	14.182153007166727	4.272476999446736
red	18	4033	357	50868	0.08132118451025057	75	26.034655539736203	4.4397497219944295
