Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	19962	2	113612	0.00010018032458425165	121	25.390195792117815	6.351921371851847
red	2	7704	0	66596	0.0	68	15.302305122659922	5.75948243020254
red	3	28606	4	137413	0.0001398112548060119	153	31.87623785146578	6.289643117855293
red	4	13658	1	158727	7.321180174244088e-05	144	30.128533195566327	6.495478471219632
red	5	77294	15	411659	0.00019402656870480797	386	82.39496579052353	6.26503505327578
red	6	108921	18	1020518	0.00016523008289042493	825	51.8539421866873	26.483391087301822
red	7	62838	9	243729	0.00014320492624946297	244	49.91896035064438	6.516891745823673
red	8	39696	7	192244	0.0001763090950306022	174	38.11695604929302	6.045170613675449
red	9	69999	9	418018	0.00012855673637298594	422	62.19953307550633	12.818261119356796
red	10	39641	3	202904	7.567349409746745e-05	203	39.95284935696614	6.888762055295839
red	11	70001	12	531959	0.00017139674060531615	532	58.30945371900379	11.910639636089753
red	12	22506	3	151489	0.0001332800213248034	164	33.35024445113907	6.514550084737622
red	13	33481	3	159249	8.959503046231035e-05	178	36.36038473764326	6.457297627951409
green	1	31405	6	238619	0.00019101588615453186	266	31.233147677240424	14.74836937895392
green	2	85758	20	591830	0.00023316001772016135	577	47.99484347498983	31.25294060779357
green	3	33123	8	324161	0.00024146569677945128	266	48.7607963220108	11.40171880469601
