Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	54988	5383	308481	0.08916532772357588	293	49.2634716262706	8.208513671306584
red	2	68767	6549	370976	0.08695363534972649	352	57.538977399946816	15.270175829081133
red	3	59819	5538	326453	0.08473461144177365	301	61.26531191039021	7.353296261610642
red	4	38851	3579	227085	0.08435069526278577	225	47.0209393612273	6.71347657779672
red	5	34789	2707	229078	0.07219436739918925	222	43.95233265632623	7.559536850903045
red	6	65086	5402	303224	0.07663715809783225	275	46.9841807930089	8.142086042729384
red	7	89585	6359	504286	0.06627824564329192	409	66.68697389009802	11.623062719528512
red	8	58321	3815	409622	0.06139757950302562	336	55.785737442066576	8.167367474826124
red	9	30029	2235	176456	0.06927225390528143	145	24.80856080306844	7.654410994321676
red	10	130279	10010	672138	0.07135270762497416	656	56.68930004879319	15.046866107882941
red	11	45544	3557	277820	0.07244251644569356	253	46.55133356984704	8.632388176730414
red	12	40371	3018	201229	0.06955680011062712	169	29.417806406230778	7.754643061472053
red	13	35957	2826	197833	0.07286697779955136	167	32.99302307136611	6.790471684914809
red	14	62520	2537	343154	0.03899657223665401	312	53.168846369550124	7.907085467050891
green	1	56576	6146	275391	0.0979879468129205	315	34.69915046233388	14.201732610669259
green	2	63969	6152	279873	0.0877340596968098	280	36.99218139718408	19.07940831368407
green	3	142183	15131	646631	0.09618342931970454	668	72.33691887322635	25.519911080780133
green	4	83254	8183	450042	0.0894933123352691	481	46.43847893240774	43.165560954260044
green	5	19045	911	99201	0.04565043094808579	69	13.503445017845724	6.543680430644052
green	6	24048	2276	108833	0.08646102416046193	90	20.752509888364507	5.656854249492381
green	7	24208	2449	124152	0.09187080316614774	137	23.399340083675245	7.540545262564104
green	8	39711	3775	224998	0.08680954790047371	217	38.09063533920192	7.766975478679443
green	9	5338	407	25182	0.07084421235857268	25	5.656854249492381	5.656854249492381
green	10	19534	1899	185983	0.08860168898427659	94	17.07351745880158	7.125133197838491
green	11	19726	1057	81288	0.050858875042101716	106	19.284221931469926	7.122327011783728
green	12	25916	1779	126273	0.06423542155623758	151	26.23471496660674	7.690340422481646
green	13	44045	3763	183599	0.07871067603748326	198	40.72828569958351	8.040780266820667
green	14	17944	1592	94275	0.08149058149058148	87	15.445140615165506	7.257936935044646
green	15	19325	1466	144295	0.07051127891876292	125	23.06064511936339	7.754343729728622
green	16	35693	2762	231502	0.07182421011571967	243	41.116735574077765	9.925624425466816
green	17	23921	2125	102001	0.08158642401904323	113	19.93756675063041	7.882520178586594
green	18	34637	2449	194164	0.06603570080353773	230	38.8175348289731	8.01192230767497
green	19	104532	9259	643893	0.08136847378087898	320	29.671317024416478	21.461305494693768
green	20	12847	935	68437	0.06784211290088521	79	14.13279508484538	7.133765152630492
green	21	40729	3312	196681	0.07520265207420358	147	24.986263893544137	8.724208264863169
green	22	29180	1657	150160	0.05373415053345008	176	26.7590525330138	9.965649063378454
