Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	23353	1369	251887	0.05537577865868457	226	71.4634413320655	7.005304396278447
red	2	9454	671	104856	0.06627160493827161	119	36.24755499763006	4.534881323172461
red	3	9441	596	108695	0.059380292916210026	125	37.074559781726734	6.722925032392535
red	4	8525	513	99708	0.05676034520911706	90	26.914076871961086	4.661994693822711
red	5	9465	655	110201	0.06472332015810277	114	38.08992823217623	6.385875415139251
red	6	27795	1120	221296	0.03873422099256441	202	69.257292355949	7.207536396194728
red	7	33540	1403	231774	0.04015110322525255	191	62.442892760446504	8.729905994415468
red	8	26058	1611	215469	0.058224005204380355	211	51.06636342741239	10.465645299188726
red	9	22234	728	138884	0.03170455535232122	126	40.298998487730906	8.021060260884457
red	10	8166	400	83713	0.046696240952603316	66	19.191254168012584	4.6303869584817345
red	11	8566	653	139052	0.07083197743789998	138	41.25349653827298	5.365754877376195
