Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	20347	1769	146522	0.07998733948272743	144	29.919861665762777	6.6839610031584185
red	2	19296	1703	233376	0.08109909995714082	214	44.56890124467252	6.483608847630955
red	3	27653	2934	143698	0.09592310458691601	140	29.026485421140464	6.376509922378981
red	4	16555	1661	121560	0.09118357487922706	109	22.393989700570284	7.090052290686936
red	5	27046	3278	136420	0.10809919535681309	189	37.07697106289376	7.3907704368637805
red	6	27366	2662	159850	0.08865059278007194	210	42.07987281923312	11.142496723014164
red	7	20829	2462	134531	0.10570606672105105	158	31.16100805487355	9.27830341656259
red	8	21701	2308	90838	0.09613061768503478	112	31.679921441145293	5.424098338801131
red	9	33616	3992	128834	0.10614762816422038	175	36.872332215932076	8.657282331430642
red	10	36203	3734	254071	0.09349725818163608	336	62.883286522547216	15.77056885095998
red	11	28628	3553	107186	0.1104067617538299	191	57.43123455683865	5.421429786880981
red	12	24727	3197	88736	0.11448932817647901	128	36.768943818635314	5.08865206484386
red	13	23894	3269	84206	0.12034753156867799	123	35.17695488346208	5.639609119333462
red	14	22178	2341	140805	0.09547697703821525	181	38.58000676760649	7.230516601452184
red	15	41416	5254	174233	0.11257767302335547	280	53.02035041912344	14.244569054759284
red	16	19071	2471	81806	0.11470615541732429	132	27.23510213975108	6.547726265097851
red	17	23380	2423	151615	0.09390380963453862	182	38.09897519278796	8.555128535982186
red	18	28173	3412	85478	0.10802596169067595	113	23.84031259399212	6.606754607189111
red	19	26415	2715	197676	0.09320288362512873	253	53.11415682388359	7.593978940256953
red	20	20838	2534	93437	0.10842033202122198	159	32.58082272833112	8.251029295277649
red	21	23848	2902	102166	0.10848598130841121	141	30.177926561980907	6.236447027932419
red	22	35532	3985	191844	0.10084267530429941	232	48.97778179132169	7.5686721460866115
red	23	9533	926	87530	0.08853618892819581	109	23.00451453194802	6.48142541511201
red	24	9234	902	90853	0.08898973954222573	136	28.550898820652748	6.269066424427766
red	25	67154	7151	200958	0.09623847654935738	289	81.98487515959252	7.023928734214584
red	26	7152	799	64626	0.10049050433907684	94	20.232032226075805	6.154444350788327
red	27	14121	1643	112755	0.10422481603653895	192	40.68428388364154	6.986375611203614
red	28	15667	1747	128950	0.10032158033765935	192	40.75180654949637	7.471350542214355
red	29	33697	3834	207438	0.10215555141083371	297	56.24337934447233	17.103145329634312
red	30	8236	1002	70924	0.10846503572201775	124	27.76074956467733	5.80237249608589
red	31	12980	1482	115924	0.1024754529110773	175	37.2696344712573	6.9131459694698245
red	32	6223	698	60181	0.1008524779656119	112	22.46755599188378	7.130328240185838
red	33	6106	723	57871	0.10587201640064431	109	22.808945516128503	6.596665625311747
