Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	10592	1434	110792	0.11924164310660236	129	27.264543055011487	6.217809691368349
red	2	24319	2364	134694	0.08859573511224375	167	32.075643784442015	7.655290225817945
red	3	18003	2012	133108	0.10052460654509118	179	36.37515970872409	7.1813224065650365
red	4	24602	2449	170813	0.09053269749731988	248	54.05539710106692	7.382886990369195
red	5	22400	2477	127187	0.0995698838284359	206	43.36562099635318	7.719867437199472
red	6	8068	763	66698	0.08640018117993432	95	20.050523166835372	6.1786703035181905
red	7	7706	733	48842	0.0868586325394004	66	23.143146241826944	3.973502412651932
red	8	5209	695	37198	0.11771680216802168	53	18.060700385843692	3.786740479565242
red	9	14270	1536	84498	0.09717828672655954	123	24.69885393364059	6.565346005752412
red	10	9372	979	45321	0.09458023379383634	68	20.4422990580989	4.737572073335113
red	11	15848	1494	71003	0.08614923307576981	101	34.078141679104306	5.761809107442772
red	12	15285	1129	76185	0.0687827464359693	75	22.496017626171557	5.077737014182674
red	13	6386	659	29056	0.09354151880766501	37	11.02117357416172	4.387434789751367
red	14	23542	1999	201929	0.07826631690223562	245	78.63802230913515	4.6029821647495615
red	15	7842	871	52160	0.09996556869046253	74	18.16602528897933	8.159471276457769
red	16	10379	1153	59516	0.09998265695456122	87	26.164509913194717	6.028097646208174
red	17	12851	1453	65263	0.10157997762863534	100	36.04111559808633	4.048257210872138
red	18	14876	1700	61796	0.10255791505791506	86	27.858590502119885	5.330663323733628
red	19	17956	1613	106463	0.08242628647350402	130	39.34097777265929	7.878223327779574
red	20	20685	2067	83237	0.09084915611814345	127	42.176617874388356	5.42361735774806
red	21	15528	1319	118120	0.07829287113432659	150	46.332902623147355	4.858522988013597
red	22	10203	1138	73642	0.10034388501895776	117	34.73044855258945	4.442477114923907
red	23	15710	1593	65139	0.09206495983355488	90	29.555051449737157	4.093496253957905
red	24	8591	983	53982	0.10267390850219343	87	27.76223396517669	4.612169285607206
red	25	8816	988	59602	0.10077519379844961	95	33.3246675358971	4.883070034016113
red	26	4740	612	41043	0.11434977578475336	66	20.595541755944875	4.231584148664695
