Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	46042	10618	252104	0.18739851747264383	435	48.67827347919175	11.918792779757194
red	2	25250	5573	128291	0.1808065405703533	215	25.93264669177996	10.876757311853973
red	3	31868	7653	102284	0.19364388552921233	185	32.68902683880682	7.4761017256693805
red	4	13251	3167	39562	0.1928980387379705	80	14.951630916897983	6.924502359365643
red	5	15420	4004	53529	0.20613673805601318	107	19.95854533107885	6.95711948312575
red	6	18285	4500	60169	0.19749835418038184	122	22.550029966286104	7.04950759136299
red	7	32776	7070	223802	0.1774331175023842	344	42.60037727117325	10.538998282641225
red	8	20597	4839	82089	0.19024217644283692	172	30.014379584571884	7.925264302169208
red	9	14804	3613	46661	0.19617744475213117	91	15.241567032174551	7.880946556132196
red	10	57762	14200	166937	0.1973263666935327	289	42.94098274651446	8.783908312555376
red	11	33294	7996	130883	0.1936546379268588	266	49.07659523665397	8.150458111439496
red	12	63291	14066	242146	0.18183228408547383	423	54.06475235797247	13.66330738870557
red	13	55298	12493	269399	0.18428699974922924	456	43.74313220365972	13.909827142639479
red	14	98046	20366	577351	0.1719927034422187	933	56.147923873231626	22.81863694874277
red	15	62017	14469	301358	0.1891718745914285	459	52.00511443297362	13.470796135315972
green	1	5574	1335	32582	0.1932262266608771	70	16.1245154965971	5.656854249492381
green	2	36671	7625	242961	0.17213743904641501	442	54.0427707392565	28.367868925872543
green	3	10085	2115	69253	0.17336065573770493	144	27.112475209937067	7.5585747458154255
green	4	10880	2399	64232	0.18066119436704572	135	26.762983481406266	6.688831401441577
green	5	7656	1660	53054	0.1781880635465865	103	18.72752701540432	7.295240699538828
green	6	17250	3580	108781	0.17186749879980798	212	40.195492443775564	10.60950603211371
green	7	12389	2850	80418	0.1870201456788503	156	28.723662060267763	8.802412584163543
green	8	22951	4328	176628	0.15865684225961363	305	50.40212642061879	16.907500948356056
green	9	13738	2870	127426	0.1728082851637765	215	38.97579081016078	7.489515083434858
