Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	6295	1	56100	0.0001588310038119441
red	1	8283	1	53221	0.00012071463061323032
red	2	9530	0	108113	0.0
red	3	10724	1	52920	9.324009324009324e-05
red	4	11500	0	92012	0.0
red	5	2631	0	24986	0.0
red	6	7658	1	81127	0.0001305653479566523
red	7	26126	1	85745	3.8274581850193284e-05
red	8	23740	8	83819	0.000336870473303015
red	9	18815	1	84386	5.314625850340136e-05
red	10	7739	0	52672	0.0
red	11	17108	2	62685	0.0001168907071887785
red	12	21819	1	78291	4.5829514207149406e-05
red	13	11224	0	91993	0.0
red	14	25202	2	115650	7.935248373274083e-05
red	15	12832	0	52477	0.0
red	16	14595	2	53287	0.00013701445502500514
red	17	7822	1	60088	0.0001278281989006775
red	18	12065	1	61371	8.28775070445881e-05
red	19	31761	8	118854	0.00025181780981459916
red	20	23936	2	111631	8.354916868577158e-05
red	21	41547	7	128552	0.000168455503681956
red	22	27831	8	134434	0.00028736664391680735
red	23	27606	4	103344	0.00014487504527345164
red	24	14387	3	63165	0.00020847810979847116
red	25	23075	1	170703	4.3335066736002776e-05
red	26	30092	0	142099	0.0
red	27	26080	2	122425	7.668123610152595e-05
red	28	40826	5	141133	0.0001224559770762411
red	29	26001	3	124247	0.00011536686663590217
red	30	9434	1	85455	0.00010598834128245893
red	31	14044	0	48527	0.0
red	32	37479	8	98462	0.0002134073145357057
red	33	9657	0	50804	0.0
red	34	13352	2	78141	0.0001497678598172832
red	35	7277	2	43911	0.0002747630168979255
red	36	22502	5	129696	0.00022215310792197984
red	37	14704	2	63528	0.00013599891200870393
red	38	18333	4	97893	0.00021813819054370944
red	39	18007	2	70958	0.00011105558331945139
red	40	12803	1	81377	7.810059356451109e-05
red	41	28199	4	123474	0.00014182888345211502
red	42	21240	1	96268	4.7078762770114404e-05
red	43	16127	2	58836	0.000124000248000496
red	44	29169	3	91515	0.00010283833813245579
red	45	20020	3	74598	0.0001498276981471308
red	46	5802	0	44163	0.0
