Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	122671	10764	224082	0.08066849027616442	337	51.90346220354322	10.759661304129265
red	2	59521	5322	186946	0.08207516617059667	260	51.25339393153042	10.35076653662953
red	3	46548	3919	189500	0.07765470505478828	247	50.423421188762106	9.216196715375169
red	4	54464	2462	173495	0.04324913045005797	219	42.89145145372388	9.224022570241765
red	5	24581	1809	110010	0.06854869268662372	163	34.12022768269512	6.577137954646463
red	6	35426	2259	131583	0.05994427491044182	197	36.24652063960171	7.325282340202701
green	1	26623	1794	113170	0.06313122426716403	159	23.445911656966594	11.894786066367903
red	1	173847	12663	361753	0.06789448286955123	337	51.90346220354322	10.759661304129265
red	2	100751	8211	284169	0.07535654631890017	260	51.25339393153042	10.35076653662953
red	3	79555	6921	272975	0.08003376659419954	247	50.423421188762106	9.216196715375169
red	4	80927	4352	274212	0.05103249334537225	219	42.89145145372388	9.224022570241765
red	5	41452	3347	169936	0.07471148909573874	163	34.12022768269512	6.577137954646463
red	6	57746	4338	198098	0.06987307518845436	197	36.24652063960171	7.325282340202701
green	1	47352	3019	184292	0.059935280220761944	159	23.445911656966594	11.894786066367903
red	1	155867	11423	427532	0.06828262299001733	337	51.90346220354322	10.759661304129265
red	2	97819	7629	331062	0.07234845611106897	260	51.25339393153042	10.35076653662953
red	3	65158	5745	312051	0.0810261907112534	247	50.423421188762106	9.216196715375169
red	4	77791	4635	322003	0.056232256812170915	219	42.89145145372388	9.224022570241765
red	5	44040	3917	216604	0.08167733594678567	163	34.12022768269512	6.577137954646463
red	6	61770	5263	227298	0.0785135679441469	197	36.24652063960171	7.325282340202701
green	1	49504	3651	226499	0.06868591854011852	159	23.445911656966594	11.894786066367903
