Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	28891	1	211264	3.461165720614703e-05	121	25.390195792117815	6.351921371851847
red	2	17301	3	140608	0.00017337031900138697	68	15.302305122659922	5.75948243020254
red	3	39692	3	304263	7.557626905151782e-05	153	31.87623785146578	6.289643117855293
red	4	34602	4	327248	0.00011558689244639658	144	30.128533195566327	6.495478471219632
red	5	119054	21	949445	0.00017635943732941423	386	82.39496579052353	6.26503505327578
red	6	234654	34	1610753	0.00014487319334605944	825	51.8539421866873	26.483391087301822
red	7	72405	12	418539	0.00016570694726376404	244	49.91896035064438	6.516891745823673
red	8	58684	16	396189	0.000272572402044293	174	38.11695604929302	6.045170613675449
red	9	117338	12	818610	0.00010225820195994887	422	62.19953307550633	12.818261119356796
red	10	51592	10	357218	0.0001937909383357234	203	39.95284935696614	6.888762055295839
red	11	104882	25	939096	0.00023830630939784762	532	58.30945371900379	11.910639636089753
red	12	25520	6	321366	0.00023505445428190864	164	33.35024445113907	6.514550084737622
red	13	35272	4	262009	0.00011339154099104207	178	36.36038473764326	6.457297627951409
green	1	65953	10	518279	0.00015160013947212832	266	31.233147677240424	14.74836937895392
green	2	106457	12	932398	0.00011270886361288263	577	47.99484347498983	31.25294060779357
green	3	44721	6	477762	0.000134147159433899	266	48.7607963220108	11.40171880469601
