Group	ROI	1H	2H	SE	Ratio_2Hx1H	area	axis_major_length	axis_minor_length
red	1	63302	12056	384072	0.1599830144112105	406	37.465809590745316	14.431166291043223
red	2	71519	14462	362015	0.1681999511519987	431	49.920026895758596	13.765161328596161
red	3	107785	17956	327098	0.14280147286883355	362	34.456026082216816	13.486548661703441
red	4	130754	17407	467556	0.11748705799771869	505	102.57363893413296	16.08098782355545
red	5	55415	9827	301627	0.1506238312743325	406	63.191619116715465	9.310109515451824
red	6	41491	6126	271701	0.12865153201587667	307	50.92326267569652	8.462868225882216
red	7	112802	17986	377472	0.13752026179771845	451	70.14267573975089	8.832289453978273
red	8	166973	28612	683652	0.14628933711685457	800	137.7737746635095	16.988842366933397
red	9	83437	13823	349119	0.1421242031667695	417	63.62371217649206	14.196790686610633
green	1	54163	9974	267761	0.15551085956624103	417	59.07471986029857	9.362654126298994
green	2	47354	9301	329617	0.16416909363692525	433	63.33815999655959	12.215695139140756
green	3	22600	4795	159557	0.17503194013506115	239	33.511461130016826	9.452399847884015
green	4	93296	17990	363759	0.1616555541577557	506	66.55572352060973	11.497628782216157
green	5	11792	2084	68906	0.15018737388296338	95	13.364576333632836	9.120016020834887
green	6	47827	8118	276092	0.14510680132272769	352	51.9256629021377	11.432295541452444
