Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	21060	1752	99126	0.07680168332456602
red	1	23062	1782	110797	0.0717275800998229
red	2	14415	1190	71879	0.0762576097404678
red	3	26745	2137	115594	0.07399072086420608
red	4	41683	3228	166441	0.07187548707443611
red	5	24376	2022	128989	0.07659671187211152
red	6	25299	2056	129216	0.07515993419850119
red	7	23777	1836	120768	0.07168234880724632
red	8	13757	999	87270	0.0677012740580103
red	9	16894	1304	96157	0.07165622595889658
red	10	33485	2628	210138	0.07277157810206851
red	11	24244	1897	106833	0.07256799663364064
red	12	56225	3927	217272	0.06528461231546748
red	13	24314	1737	112493	0.06667690299796553
red	14	36566	2782	161094	0.07070244993392294
red	15	20894	1458	100717	0.06522906227630637
red	16	30033	2194	106956	0.06807956061687405
red	17	31571	2025	100554	0.06027503274199309
red	18	41646	3019	174002	0.06759207433113176
red	19	79319	4400	215026	0.052556767281023424
red	20	41969	2381	159128	0.053686583990980835
red	21	39677	2706	122357	0.0638463534907864
red	22	41363	2310	133725	0.05289309184164129
green	0	170155	11037	812258	0.0609132853547618
green	1	41123	3332	222193	0.07495219885277246
green	2	30466	2371	250938	0.07220513445199013
green	3	24385	1761	103117	0.0673525587087891
green	4	21694	1625	84242	0.06968566405077405
green	5	43761	3544	268120	0.0749180847690519
green	6	20522	1728	125726	0.07766292134831461
green	7	43360	2839	182273	0.06145154657027208
green	8	42552	3529	201007	0.07658253944141837
green	9	56894	4389	293910	0.07161855653280681
green	10	11903	1124	67227	0.08628233668534582
green	11	33313	2593	155168	0.07221634267253384
green	12	89575	4757	346123	0.05042827460458805
green	13	25291	1773	101599	0.06551138043156961
green	14	10180	843	58789	0.07647645831443346
green	15	7861	402	59895	0.048650611158175
green	16	42931	2757	169544	0.06034407284188408
green	17	7706	531	48447	0.06446521791914532
green	18	11425	943	66438	0.076245148771022
green	19	52616	4015	216484	0.07089756493793152
green	20	18321	1424	98794	0.07211952393010888
green	21	7389	569	40745	0.07150037697914048
green	22	5493	392	34899	0.06661002548853016
green	23	11942	965	54211	0.07476563105291702
green	24	18059	1367	80487	0.07036960774220118
green	25	5982	505	29801	0.07784800369970711
green	26	8290	560	43674	0.06327683615819209
green	27	104561	7219	471541	0.06458221506530686
green	28	37606	2893	171966	0.07143386256450776
green	29	9369	710	62163	0.07044349637860899
green	30	48719	2986	160578	0.057750701092737645
green	31	5144	366	36778	0.06642468239564428
green	32	9450	770	58155	0.07534246575342465
green	33	36706	2906	132511	0.07336160759365849
green	34	11746	516	38412	0.04208122655358017
green	35	27394	928	95679	0.032766047595508795
green	36	11150	560	39040	0.04782237403928266
green	37	44419	2538	136596	0.05404944949634772
green	38	9410	629	62183	0.06265564299232991
green	39	16593	1291	91516	0.0721874301051219
green	40	27075	1865	136572	0.06444367657221839
green	41	6278	428	44238	0.06382344169400536
green	42	34989	2800	131952	0.07409563629627669
green	43	4293	257	22613	0.05648351648351648
green	44	4187	286	28289	0.06393919069975408
green	45	9219	624	45281	0.06339530630905212
green	46	27688	1570	110192	0.05366053728894661
green	47	17661	1142	81465	0.06073498909748445
green	48	27267	1871	101982	0.0642116823392134
green	49	24511	1796	120249	0.06827080244801764
green	50	4910	338	42536	0.06440548780487805
green	51	15318	1156	82170	0.07017117882724293
green	52	15648	1126	64645	0.06712769762728031
green	53	41608	2984	189691	0.0669178327951202
green	54	49485	2539	160248	0.04880439797016761
green	55	13763	1007	80516	0.06817874069058903
green	56	16018	1192	72492	0.06926205694363742
green	57	26319	1851	95882	0.06570820021299255
green	58	20166	1423	83608	0.0659131965352726
green	59	8321	554	33239	0.06242253521126761
green	60	19086	989	73933	0.049265255292652556
green	61	9961	721	44926	0.0674967234600262
green	62	22951	1759	79943	0.07118575475515986
green	63	18319	1335	101585	0.06792510430446728
green	64	14759	1055	56828	0.06671303907929682
green	65	5350	423	21019	0.07327212887580115
green	66	11929	936	50117	0.0727555382821609
green	67	22423	1309	80551	0.05515759312320917
green	68	20111	1276	85256	0.059662411745452844
green	69	21385	1748	82477	0.07556304845891151
green	70	20821	899	89431	0.041390423572744015
green	71	5349	463	21396	0.07966276668960771
green	72	23231	1480	79040	0.05989235563109546
green	73	12963	1190	47249	0.08408111354483148
green	74	12089	911	47507	0.07007692307692308
green	75	4413	373	19558	0.07793564563309653
green	76	11171	845	44591	0.07032290279627164
green	77	16172	932	57570	0.05449017773620206
green	78	44392	3298	165751	0.06915495911092472
green	79	9124	712	40457	0.07238714924766165
green	80	11134	879	48397	0.07317073170731707
green	81	9761	739	54192	0.07038095238095238
green	82	66724	4673	264394	0.06545092931075536
green	83	6454	487	39433	0.07016280074917158
green	84	14858	1131	71784	0.07073613109012446
green	85	6709	473	31831	0.06585909217488164
green	86	23664	827	76954	0.03376750643093381
green	87	8712	630	48021	0.0674373795761079
green	88	44451	3101	215720	0.0652128196500673
green	89	5668	429	40624	0.07036247334754797
green	90	31546	2138	130135	0.06347227170169814
green	91	42478	3085	176925	0.0677084476439216
green	92	11405	670	55073	0.05548654244306418
green	93	8043	573	42168	0.0665041782729805
green	94	24538	1858	112375	0.07038945294741628
green	95	48583	3008	164141	0.0583047430753426
green	96	30747	1239	155708	0.03873569686737948
green	97	36730	2378	154705	0.06080597320241383
green	98	12835	930	61010	0.0675626589175445
green	99	27471	2030	113727	0.06881122673807667
green	100	8550	622	35660	0.06781508940252944
green	101	12079	767	59915	0.059707301883854896
green	102	39258	1363	125040	0.03355407301642008
green	103	29930	2150	114354	0.06701995012468828
green	104	14958	1147	62636	0.07122011797578391
green	105	30393	2315	129997	0.07077779136602666
green	106	25695	1710	108283	0.06239737274220033
green	107	9979	538	54170	0.051155272416088235
green	108	8211	594	32484	0.06746166950596252
green	109	30995	1580	95934	0.04850345356868764
green	110	10671	906	43881	0.07825861622181912
green	111	4499	111	30920	0.024078091106290674
green	112	11291	779	57282	0.06454018227009113
green	113	10022	828	41690	0.07631336405529954
green	114	12389	658	34575	0.050433049743235994
green	115	18112	1311	102832	0.06749729701899809
green	116	11287	574	35099	0.048393895961554675
green	117	7642	502	26110	0.061640471512770134
green	118	14558	1014	56908	0.0651168764449011
green	119	15093	1177	65773	0.07234173325138292
green	120	10286	640	39101	0.058575874061870765
green	121	7809	593	32552	0.07057843370626042
green	122	18374	1249	70047	0.06364979870560057
green	123	17240	1074	66928	0.058643660587528665
green	124	21934	1498	89312	0.06392966882895186
green	125	12525	982	61622	0.07270304286666174
green	126	30415	1654	97680	0.051576288627646634
green	127	13270	990	69030	0.0694249649368864
