Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	161819	40110	1266078	0.19863417339758033
red	1	149768	31962	1107575	0.17587630000550267
red	2	169112	33103	1603102	0.16370200034616622
red	3	127312	34477	754045	0.2130985419280668
red	4	232783	47664	1781081	0.16995724682382055
green	0	610523	156776	3948431	0.20432191362167812
