Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	8527	1135	75610	0.11747050300144897
red	1	12087	1694	80515	0.12292286481387417
red	2	7708	938	40230	0.10848947490168864
red	3	5885	659	23654	0.10070293398533008
red	4	20173	2488	53841	0.10979215392083315
red	5	12309	1449	57384	0.10532054077627562
red	6	6699	708	44136	0.0955852571891454
red	7	5250	588	65477	0.10071942446043165
red	8	4660	483	53412	0.09391405794283492
red	9	4513	535	29830	0.10598256735340729
red	10	4277	485	43559	0.10184796304073919
red	11	4096	420	39498	0.09300265721877768
red	12	6550	806	38766	0.10957041870581838
red	13	5398	620	51190	0.10302426055167829
red	14	2164	252	23033	0.10430463576158941
red	15	1003	83	14099	0.07642725598526703
red	16	5512	608	48338	0.09934640522875816
red	17	13624	1608	109165	0.1055672268907563
red	18	3997	442	50079	0.09957197567019599
red	19	5822	633	41591	0.09806351665375677
red	20	2753	294	47080	0.09648834919593043
red	21	10922	1230	82926	0.1012179065174457
red	22	10100	1125	85799	0.10022271714922049
red	23	3699	398	41708	0.09714425189162802
red	24	6454	710	49124	0.09910664433277498
red	25	1072	107	16049	0.090754877014419
red	26	4447	473	34321	0.09613821138211383
red	27	4284	440	54833	0.09314140558848434
red	28	1960	194	46464	0.09006499535747446
red	29	4233	483	69648	0.10241730279898219
red	30	1887	204	40729	0.0975609756097561
red	31	3607	433	35005	0.10717821782178218
red	32	2846	289	44023	0.09218500797448166
red	33	1758	161	19644	0.08389786347055758
green	0	28046	3336	160470	0.10630297622841119
green	1	42445	4753	329709	0.10070341963642528
green	2	10617	1152	117316	0.09788427224063218
green	3	3453	390	36924	0.1014832162373146
green	4	26125	2743	214528	0.0950187058334488
green	5	6804	726	74226	0.09641434262948208
green	6	3632	361	40423	0.09040821437515652
green	7	9539	994	138886	0.09437007500237349
