Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	10746	1	72557	9.304922303898763e-05
red	1	37235	4	194015	0.00010741426998576761
red	2	17976	0	153726	0.0
red	3	14219	1	116075	7.032348804500703e-05
red	4	15134	1	109249	6.607201850016519e-05
red	5	14390	0	103136	0.0
red	6	35059	9	304348	0.0002566442340595415
red	7	12051	3	94443	0.00024888003982080636
red	8	34257	2	216687	5.8378820164044484e-05
red	9	14225	1	81754	7.029382820188388e-05
red	10	16028	3	108291	0.00018713742124633524
red	11	23448	3	150504	0.0001279263144428809
red	12	14035	3	78955	0.00021370565607636415
red	13	15054	2	113831	0.00013283740701381508
red	14	22537	5	143907	0.00022180818028568893
red	15	23276	2	154548	8.591803419537761e-05
red	16	21920	4	173937	0.00018244845831052726
red	17	29248	2	183875	6.837606837606838e-05
red	18	28186	3	232058	0.00010642449182305155
red	19	19372	1	148460	5.161823155938678e-05
red	20	21346	3	94040	0.0001405218042999672
red	21	20285	2	115603	9.858530093163109e-05
red	22	15247	4	76086	0.0002622778834174808
red	23	30324	2	217166	6.595000989250148e-05
red	24	15115	4	82552	0.00026456776241814934
red	25	22087	3	145761	0.0001358080579447714
red	26	54425	7	357646	0.0001286008230452675
red	27	30630	2	166804	6.529119874640899e-05
red	28	9675	0	62961	0.0
red	29	48732	9	192732	0.00018464947374899983
red	30	20375	4	162638	0.00019628048481279748
red	31	30445	3	165641	9.852863899106674e-05
red	32	24949	2	120245	8.015710793154583e-05
red	33	31504	1	197136	3.1740993493096335e-05
red	34	6569	0	63413	0.0
red	35	13732	3	139396	0.0002184200946487077
red	36	23207	4	111541	0.00017233208392572488
red	37	26725	2	95380	7.483069555131515e-05
red	38	11141	1	86374	8.975049362771496e-05
red	39	36047	5	173625	0.0001386885609674914
red	40	14640	1	172556	6.830134553650706e-05
red	41	27919	4	128945	0.00014325108333631772
red	42	23687	2	146479	8.44273713537929e-05
red	43	11252	1	62200	8.88651915044877e-05
red	44	33116	7	170994	0.00021133351447634574
red	45	29956	9	191617	0.00030035040881027866
red	46	45536	3	172766	6.587759942027712e-05
red	47	59895	7	309575	0.00011685753397215452
red	48	39928	4	232586	0.00010017028949213663
red	49	22616	3	131294	0.000132631858172333
red	50	30965	1	163204	3.229348317509527e-05
red	51	27761	3	157948	0.00010805359458291313
green	0	254566	29	1587092	0.00011390640036135823
green	1	40891	6	310363	0.00014671002763038855
