Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	13527	2928	105206	0.1779398359161349
red	1	28152	5643	121685	0.16697736351531292
red	2	32512	5226	147764	0.1384811065769251
red	3	10442	1247	107183	0.1066814954230473
red	4	16633	2524	98460	0.1317534060656679
red	5	30285	5687	150752	0.1580951851440009
red	6	12194	1743	83403	0.12506278252134606
red	7	13103	2505	78184	0.16049461814454127
