Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	4261	235	61371	0.05226868327402135
red	1	7003	441	115250	0.0592423428264374
red	2	5949	281	65832	0.04510433386837881
red	3	3494	272	58296	0.07222517259691981
red	4	13607	812	159267	0.056314584922671475
red	5	4611	215	46945	0.044550352258599255
red	6	3227	256	61937	0.07349985644559288
red	7	5362	451	102956	0.07758472389471874
red	8	4452	223	47546	0.04770053475935829
red	9	2386	148	30540	0.05840568271507498
