Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	11902	1124	105213	0.08628896054045755
red	1	16221	1610	191707	0.09029218776288486
red	2	15957	2042	96240	0.11345074726373687
red	3	10388	1237	86866	0.10640860215053763
red	4	10954	1194	64488	0.09828778399736582
red	5	9926	1075	68849	0.09771838923734207
red	6	8974	1080	57386	0.10741993236522777
red	7	9014	978	62789	0.0978783026421137
red	8	14110	1699	69949	0.10747042823708014
red	9	11632	1280	114509	0.09913258983890955
red	10	8663	1004	60860	0.1038584876383573
red	11	9409	1249	47876	0.11718896603490336
red	12	9129	1278	45859	0.12280196021908331
red	13	9040	1017	67641	0.10112359550561797
red	14	13855	1673	98236	0.10774085522926327
red	15	4535	563	38212	0.11043546488819145
red	16	5429	533	62575	0.08939953035893995
red	17	6020	708	38676	0.10523186682520809
red	18	7077	756	84208	0.09651474530831099
red	19	5971	713	50714	0.10667265110712149
red	20	10407	1345	56087	0.11444860449285228
red	21	12335	1301	83621	0.095409210912291
red	22	3103	292	41886	0.08600883652430044
red	23	3148	368	46740	0.10466439135381114
red	24	21483	2524	114337	0.10513600199941683
red	25	2800	318	34159	0.10198845413726748
red	26	6488	718	66321	0.09963918956425201
red	27	7696	846	71936	0.09904003746195271
red	28	19864	2215	115623	0.100321572534988
red	29	3803	422	45491	0.09988165680473372
red	30	5971	695	64389	0.10426042604260426
red	31	3381	279	40368	0.07622950819672131
red	32	3424	350	38604	0.09273979862215156
