Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	7380	856	58645	0.1039339485186984
red	1	2353	235	20823	0.09080370942812983
red	2	6588	704	56838	0.09654415798134942
red	3	3756	330	31205	0.08076358296622614
red	4	4665	460	39227	0.0897560975609756
red	5	2384	268	26322	0.10105580693815988
red	6	5649	658	40873	0.10432852386237514
red	7	4854	470	41132	0.08827948910593539
red	8	4952	558	26994	0.10127041742286752
red	9	7078	690	54734	0.0888259526261586
red	10	7199	692	63681	0.08769484222531998
red	11	745	71	9047	0.08700980392156862
red	12	2228	213	28957	0.08725931995083983
red	13	3136	314	35777	0.0910144927536232
red	14	1320	137	20130	0.09402882635552505
red	15	3469	350	47602	0.0916470280178057
red	16	3538	448	31271	0.11239337681886603
red	17	2382	240	18922	0.09153318077803203
red	18	4584	493	59187	0.09710458932440418
red	19	3363	335	41158	0.0905895078420768
red	20	6252	720	40830	0.10327022375215146
red	21	5494	372	35310	0.0634162973065121
red	22	5736	617	34804	0.09711947111600819
red	23	4937	520	48747	0.09529045262965
red	24	4032	427	40449	0.09576138147566719
red	25	2234	242	34964	0.09773828756058159
red	26	5601	579	48268	0.09368932038834951
red	27	3331	349	36195	0.09483695652173912
