Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	84574	7534	219589	0.08179528379728145
red	1	56595	4092	190954	0.0674279499728113
red	2	42484	2648	126032	0.05867233891695471
red	3	24876	1995	87110	0.07424360835101038
red	4	37075	2347	142364	0.0595352848663183
red	5	50982	3285	176571	0.06053402620377025
red	6	46002	2870	145746	0.0587248322147651
red	7	22479	1263	112738	0.05319686631286328
red	8	48741	3686	195373	0.07030728441451924
green	0	112205	10599	373823	0.08630826357447641
green	1	27979	2516	101798	0.08250532874241678
green	2	42864	3851	112546	0.08243604837846516
green	3	11202	1010	51791	0.08270553553881428
green	4	42139	3268	174173	0.07197128196093114
green	5	46110	4277	161214	0.08488300553714252
green	6	30632	1716	106453	0.05304810189192531
green	7	9395	749	44785	0.07383675078864353
green	8	34746	1787	148784	0.048914679878466046
green	9	21099	1487	94315	0.06583724431063491
green	10	8654	607	29650	0.06554367778857574
green	11	62670	4855	301151	0.0718992965568308
green	12	13924	743	72058	0.05065793959228199
green	13	18645	1049	82534	0.053264953793033414
green	14	28603	2080	106003	0.06778998142293778
green	15	58807	4305	190057	0.06821206743566992
green	16	8555	684	36536	0.07403398636216041
green	17	11046	846	53994	0.07114026236125126
green	18	50685	3517	177567	0.06488690454226781
green	19	23030	1811	87464	0.0729036673241818
green	20	14799	1075	72509	0.06772080131031875
green	21	25643	1885	111446	0.06847573379831444
green	22	9558	741	49415	0.07194873288668803
green	23	18427	1094	81329	0.05604221095230777
green	24	17318	1364	65134	0.07301145487635156
green	25	62490	4045	227735	0.06079507026377095
green	26	18565	1236	84590	0.06242108984394727
