Group	ROI	1H	2H	SE	Ratio_2Hx1H
red	0	24125	2066	316360	0.07888205872246191
red	1	44720	2012	242015	0.043054010100145514
red	2	28735	1230	285595	0.04104788920407142
red	3	26424	1241	274968	0.044858123983372494
red	4	20136	1065	183693	0.05023347955285128
